Adrresse,Prix,Ville,Region,Chambres,Salles de bain,Salles d'eau,Etages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"10, impasse des Abysses",295 000 $,Gatineau (Aylmer),Outaouais,,,,,,44 185.85 ,"1 941,86 $","180,55 $",,
"5, 3ième rue Ouest - Par Lauréat Construction",295 000 $,St-François-De-La-Rivière-Du-Sud,Chaudière-Appalaches,3,1,1,1,,"8,000 ",,,,
"207-6, avenue Argyle",295 000 $,St-Lambert,Montérégie (Rive-Sud Montréal),2,1,,1,724 ,,"1 866,66 $","125,00 $","360,00 $",
"102, rue Saint-Jean-Baptiste",295 000 $,L'Anse-St-Jean,Saguenay-Lac-Saint-Jean,3,2,1,2,"1,300 ","16,221.21 ","2 700,00 $","162,00 $","1 400,00 $","1 000,00 $"
"75, rang du Ruisseau-des-Frênes",295 000 $,La Malbaie,Charlevoix,,,,,,"269,097.76 ",,,,
"739, chemin Magenta",295 000 $,Ange-Gardien-de-Rouville,Montérégie (Rive-Sud Montréal),1,1,,1,"1,300 ","22,000 ","727,91 $","250,00 $",,"500,00 $"
"16, rue de Drapeau",295 000 $,Gatineau (Gatineau),Outaouais,3,1,1,1,615 ,3 000 ,"2 180,00 $","160,00 $",,
"22, rue de Laprairie",295 000 $,Gatineau (Gatineau),Outaouais,2,1,,1,606 ,"2,124 ","1 929,00 $","136,00 $","1 200,00 $","960,00 $"
"139, chemin Gosford Ouest",295 000 $,Westbury,Estrie,2,1,,1,1 224 ,150x200 ,"1 860,00 $","480,00 $","1 350,00 $",
"407-1155, rue Turnbull",295 000 $,St-Jean-Baptiste,Québec Rive-Nord,1,1,,1,854 ,,"2 570,81 $","446,29 $","500,00 $",
"2291, rue Blue Pine",295 000 $,Rawdon,Lanaudière,2,1,,1,720 ,"11,000 ","1 626,00 $","430,00 $",,
"70, chemin Charron",295 000 $,Val-Des-Lacs,Laurentides,3,1,,1,916.01 ,8 760.75 ,"957,12 $","49,97 $","1 020,00 $","1 010,00 $"
"211-4974, rue Lionel-Groulx",295 000 $,St-Augustin-De-Desmaures,Québec Rive-Nord,2,1,1,1,"1,044 ",,"2 950,00 $","220,00 $","800,00 $","350,00 $"
"77, chemin du Bord de l'Eau",295 000 $,Luskville,Outaouais,2,1,,1,960 ,"4,602.65 ",,,,
"6810, chemin de Stratford",295 000 $,Disraeli,Chaudière-Appalaches,3,2,,1,"1,092 ","805,860.00 ","1 129,00 $","138,00 $","2 400,00 $",
", chemin de la Sablière",295 000 $,Lac-Superieur,Laurentides,,,,,,47 000 ,,,,
"202-60, J.E. Turbide",295 000 $,Ste-Therese,Laurentides,2,1,,1,766 ,"1,492.95 ","1 800,00 $","139,00 $","516,00 $",
"475, 38e Avenue",295 000 $,St-Prosper-De-Dorchester,Chaudière-Appalaches,2,1,1,2,"1,550 ","20,408 ","1 021,89 $","51,21 $",,"986,45 $"
"206-2410, rue Henriette-Céré",295 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),2,1,,2,990 ,,"1 497,42 $","144,93 $",,
"413-2323, avenue Chapdelaine",295 000 $,Ste-Foy,Québec Rive-Nord,2,1,1,1,"1,120 ",,"2 342,62 $","310,31 $",,
"3647, rue Sainte-Catherine",295 000 $,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,3,2,,1,768 ,"10,000 ","2 999,15 $","202,86 $","3 393,00 $",
"3852, rue de Belfort",295 000 $,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,3,3,1,1,1 056 ,7 500 ,"2 906,00 $","199,00 $","3 500,00 $",
"7320, rue des Grèbes",295 000 $,Charny,Québec Rive-Sud (Lévis),3,1,1,2,"1,144.20 ","3,999.87 ","2 270,00 $","294,00 $","1 272,00 $","856,00 $"
"306-15205, rue du Faucon- Condo Model -",295 999 $,Mirabel (St-Canut),Laurentides,2,1,,1,1 050 ,,,,,
"115-121, rue de la Manufacture - Par Construction Thibodeau",296 019 $,Victoriaville,Centre-du-Québec,1,1,,1,"1,000 ","4,650.01 ",,,,
3 ½ - Melius 1 - Faubourg Cousineau - Par Habitation Lussier,296 834 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),1,1,,1,,,,,,
"54, rue Grenier",297 000 $,St-Gabriel-De-Brandon,Lanaudière,2,2,,1,"1,050 ","7,375 ","2 306,87 $","85,00 $","2 362,16 $","1 105,29 $"
Domaine Albert-Rousseau - À construire - Par Terrain Dev Immobilier inc.,297 000 $,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),2,1,1,2,,"4,490 ",,,,
", rue des Faux-Trembles",297 000 $,Eastman,Estrie,,,,,,"142,807 ","476,90 $","50,96 $",,
"155-157, rang de Michauville",297 500 $,St-Barnabe-Sud,Montérégie (Rive-Sud Montréal),4,2,1,,,"7,803 ","2 333,37 $","134,21 $",,
"25, rue Guy-Linteau",297 775 $,Ste-Catherine-de-la-JC,Québec Rive-Nord,3,1,1,1,,3 276 ,,,,
"6, rue St-François",297 900 $,Pont-Rouge,Portneuf,2,1,,1,,,,,,
"85, rue Jacob",298 000 $,Champlain,Mauricie,4,1,1,1,864 ,73x120 ,"1 005,00 $","123,00 $","2 653,00 $",
"5, chemin des Érables",298 000 $,Desbiens,Saguenay-Lac-Saint-Jean,2,1,,1,800 ,"151,114.54 ","2 255,84 $","344,78 $","1 092,21 $","276,86 $"
"620, rue Laval",298 000 $,Ste-Marie,Chaudière-Appalaches,2,1,1,1,815.90 ,86.29x59.65 ,"2 851,59 $","182,00 $","1 500,00 $",
"108-995, rue Gérard-Morisset",298 000 $,Saint-Sacrement,Québec Rive-Nord,2,1,,1,947 ,,"2 316,00 $","249,00 $","656,00 $",
"4585, avenue Bergeron",298 000 $,Bécancour (St-Grégoire),Centre-du-Québec,3,2,,2,"1,482.84 ","7,621.93 ",,,,
"67, rue Adolphe-Tremblay",298 500 $,Rimouski (Rimouski),Bas-Saint-Laurent,5,2,,1,"2,190 ","9,675.68 ","2 350,00 $","180,00 $","2 050,00 $",
rue Claude-Bouchard - Le Chainon - Par Construction CRD,298 700 $,Ste-Anne-de-Beaupré,Québec Rive-Nord,2,1,1,1,,1 ,,,,
"6502-6504, rue Saint-Laurent",298 750 $,Lévis,Québec Rive-Sud (Lévis),6,2,1,,,55.3x91 ,"2 448,00 $","436,00 $",,"900,00 $"
"125, rue Beaudry-Nord",299 000 $,Joliette,Lanaudière,4,3,,2,"1,296 ","6,500 ","2 971,52 $","874,00 $","1 650,00 $","1 500,00 $"
"3-5496, rue Robert Burns",299 000 $,Côte-St-Luc / Hampstead / Montréal-Ouest,Montréal / l'Île,1,1,1,3,677 ,,"1 500,00 $","300,00 $",,
"8686, boulevard Sainte-Anne",299 000 $,Château-Richer,Québec Rive-Nord,1,2,1,1,"1,434 ","30,000 ","1 768,00 $","455,00 $","1 000,00 $","750,00 $"
"7, rue des Servantes",299 000 $,Gatineau (Masson-Angers),Outaouais,1,1,1,1,804 ,"8,600 ","1 751,51 $","454,32 $",,"960,00 $"
"102-61, rue Quintal",299 000 $,Charlemagne,Lanaudière,2,1,,1,896 ,,"1 760,71 $","511,62 $",,
"509-1195, rue Louis Adolphe Robitaille",299 000 $,Saint-Sacrement,Québec Rive-Nord,1,1,,3,761 ,,"2 940,00 $","240,00 $",,"264,00 $"
"201-200, rue de Morency",299 000 $,Gatineau (Gatineau),Outaouais,2,1,,1,"1,130 ",,"1 731,00 $","400,00 $",,
"140, chemin des Érables",299 000 $,St-Adolphe-D'Howard,Laurentides,2,1,,1,800 ,"22,000 ","1 520,00 $","100,00 $",,
chemin du Lac-Duhamel,299 000 $,Mont-Tremblant (St-Jovite),Laurentides,,,,,,"63,000 ",,,,
"182, rue Isabelle-Doucinet",299 000 $,Charlesbourg,Québec Rive-Nord,3,1,1,2,"1,268 ","3,567 ","2 546,00 $","222,00 $","1 995,00 $",
"6478827, 7e Rang",299 000 $,St-Côme,Lanaudière,,,,,,"56,287.72 ",,,,
"6478826, 13e Avenue",299 000 $,St-Côme,Lanaudière,,,,,,"54,818.44 ",,,,
"827-827A, rue des Pruches",299 000 $,St-Nicolas,Québec Rive-Sud (Lévis),6,2,,,,"8,177.34 ","2 948,40 $","511,50 $",,"1 175,00 $"
"20, rue du Coteau",299 000 $,Aguanish,Côte-Nord,2,1,1,1,922 ,"112,651.86 ","1 342,97 $","71,10 $","800,00 $",
"128, rue Salaberry",299 000 $,Drummondville (St-Nicéphore),Centre-du-Québec,5,1,,1,"1,008 ","12,280 ","1 964,83 $","175,89 $","2 568,00 $","898,73 $"
"196, rue Principale",299 000 $,East Farnham,Estrie,3,2,,1,"1,320 ","9,798.39 ","1 200,00 $","325,00 $",,
"219, rue Principale",299 000 $,St-Honore-De-Temiscouata,Bas-Saint-Laurent,4,2,,2,"2,756 ","3,685 ","2 208,94 $","200,00 $","1 800,00 $","1 200,00 $"
"507, rue Fontaine",299 000 $,St-Narcisse-De-Beaurivage,Chaudière-Appalaches,3,2,1,1,"1,054.26 ","11,800 ","2 600,00 $","163,00 $","2 100,00 $","800,00 $"
"104-75, avenue Brown",299 000 $,Vaudreuil-Dorion,Montérégie Ouest,2,1,,1,925 ,,"1 158,99 $","160,51 $","700,00 $","308,00 $"
"24, rue Louis-Philippe-Ruel",299 000 $,Lévis,Québec Rive-Sud (Lévis),5,2,1,,,43.50x93.11 ,"2 650,18 $","179,99 $",,"1 481,84 $"
rue des Alpes,299 000 $,Ascot Corner,Estrie,,,,,,"52,000 ","600,00 $",,,
"2-3572, rue Masson",299 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,1,1,,2,572 ,"7,352 ","1 440,00 $","162,00 $","740,00 $",
"A-B-9, chemin Saint-Gérard",299 000 $,Rimouski (Ste-Blandine/Mont-Lebel),Bas-Saint-Laurent,2,1,,,,"6,982.08 ","2 954,08 $","132,33 $",,"1 502,00 $"
"101-1681, rue de l'Hortensia",299 000 $,Terrebonne (La Plaine),Lanaudière,2,1,,1,"1,025 ",,"1 865,67 $","136,00 $","1 137,82 $","420,00 $"
"250, route 195",299 000 $,St-Vianney,Gaspésie-Îles-de-la-Madeleine,5,2,,2,1 208 ,98 188 ,,,,
"1953-1955, rue Baillargeon",299 000 $,Trois-Rivières (Trois-Rivières),Mauricie,3,1,,,,4 606.95 ,"3 200,00 $","180,00 $","1 800,00 $",
rue des Cimes,299 000 $,Shefford,Estrie,,,,,,"64,597.46 ",,,,
rue des Colibris - Par Gestion C. Clermont Inc.,299 000 $,Ste-Clotilde-De-Chateauguay,Montérégie (Rive-Sud Montréal),2,1,1,1,1 384 ,3 200 ,,,,
"856, rue du Rocher-Boisé",299 000 $,Ste-Adèle,Laurentides,2,2,,2,1 161 ,,"1 694,39 $","113,80 $","1 020,00 $",
"445, rue des Commissaires Est",299 000 $,Saint-Roch,Québec Rive-Nord,,,,,,68x42.5 ,,,,
", chemin du Cordon",299 000 $,Verchères,Montérégie (Rive-Sud Montréal),,,,,,568 334.47 ,,,,
"211, rue Marie-Duteau",299 000 $,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,4,2,,1,884 ,4 660 ,"3 185,00 $","131,00 $","2 400,00 $","1 028,00 $"
"804-4, rue des Jardins-Mérici",299 000 $,Montcalm,Québec Rive-Nord,2,1,,1,841 ,1 071 ,"2 330,00 $","421,00 $","408,00 $","437,00 $"
"308-105, rue René-Philippe",299 000 $,Longueuil (LeMoyne),Montérégie (Rive-Sud Montréal),2,1,,1,904 ,,"1 772,00 $","175,00 $","600,00 $",
"717-2555, avenue du Havre-des-îles",299 500 $,Chomedey,Laval,1,1,,1,600 ,,"1 400,00 $","245,00 $",,"816,00 $"
"390, route 143",299 500 $,St-Bonaventure,Centre-du-Québec,5,1,,1,"1,700 ","60,000 ",,,,
"149, rue de la Fonderie",299 500 $,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,4,2,,1,"1,124 ","6,510 ","2 634,00 $","163,00 $","180,00 $",
"550, Allée des Hauts-Bois",299 500 $,Granby,Estrie,2,1,1,2,"1,360 ","21,000 ","2 105,00 $","183,00 $","990,00 $",
"5050-5052, rue Saint-Laurent",299 900 $,Lévis,Québec Rive-Sud (Lévis),3,2,3,,,"7,567.03 ","2 972,41 $","261,14 $",,"1 250,00 $"
"2135, rue Saint-Joseph",299 900 $,St-Damien,Lanaudière,3,1,,1,33x24 ,"8,884 ","2 365,95 $","105,65 $","2 100,00 $","934,00 $"
"197, chemin des Patriotes",299 900 $,St-Denis-sur-Richelieu,Montérégie (Rive-Sud Montréal),,,,,,"9,275 ",,,,
"B-1262, rue des Montrérégiennes",299 900 $,Repentigny (Repentigny),Lanaudière,2,1,,1,882.64 ,,"2 129,70 $","180,00 $","840,00 $","408,75 $"
Modèle à construire - Boisé Natura - Par Construction CRD,299 900 $,Ste-Catherine-de-la-JC,Québec Rive-Nord,5,2,1,2,,"7,000 ",,,,
Boisé Natura Phase 2 - Par Construction CRD,299 900 $,Ste-Catherine-de-la-JC,Québec Rive-Nord,3,1,1,2,,,,,,
"3-655, rue de Brest",299 900 $,Pont-Viau,Laval,3,1,,1,"1,080 ",,"1 561,00 $","142,00 $","650,00 $","25,00 $"
"311-1830, rue Panet",299 900 $,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,1,1,,1,441 ,82.02x82.02 ,"1 585,55 $","191,28 $","240,00 $","558,08 $"
"3116, rue Dubé",299 900 $,Duberger,Québec Rive-Nord,4,2,1,2,996 ,2 541.36 ,"2 549,88 $","201,04 $","100,00 $",
"8681, rue de Boston",299 900 $,Lebourgneuf,Québec Rive-Nord,2,1,,1,"1,023.65 ",,,,,
"692, 163e Rue",299 900 $,St-Georges,Chaudière-Appalaches,5,2,,1,"1,296 ","7,232.27 ","2 636,25 $","207,56 $","1 600,00 $","860,00 $"
"64, rue Jennings",299 900 $,Ste-Brigitte-De-Laval,Québec Rive-Nord,4,2,1,2,1 120 ,10 000 ,"2 945,00 $","207,00 $","1 740,00 $",
"534, rue Matte",299 900 $,Gatineau (Buckingham),Outaouais,4,1,1,2,"1,150 ","3,003.13 ","2 060,00 $","148,00 $","1 800,00 $","600,00 $"
"120-937, avenue Roland-Beaudin",299 950 $,Ste-Foy,Québec Rive-Nord,2,1,,1,625 ,,"2 179,77 $","185,50 $","600,00 $",
rue P-Dizy-Montplaisir - Projet Plateau des Prairies,299 999 $,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,3,1,1,2,"1,350 ","4,486.4 ",,,,
rue des Huards - Projet Beaulieu-Sur-Lac,299 999 $,St-Jean-De-Matha,Lanaudière,,,,,,"81,111.45 ",,,,
"731, avenue de Buckingham",299 999 $,Gatineau (Buckingham),Outaouais,3,1,,2,"1,614.59 ","3,444.45 ","1 458,00 $","89,00 $","1 500,00 $","1 000,00 $"
"435, rang Saint-François",299 999 $,St-Louis-de-Blandford,Centre-du-Québec,4,1,1,1,782 ,"5,727.48 ","987,00 $","59,00 $","1 380,00 $","1 730,00 $"
"1124, rue Principale Est",299 999 $,Magog,Estrie,2,1,1,2,800 ,"6,400 ",,,,
"402-4340, rue de la Seine",299 999 $,Chomedey,Laval,2,1,,1,792 ,,"1 717,56 $","163,50 $","1 110,96 $",
"471, avenue Belzile",299 999 $,Rimouski (Rimouski),Bas-Saint-Laurent,3,2,,1,26x34 ,"5,274 ","2 642,83 $","193,00 $","1 340,00 $",
"5, rue de Fénélon",299 999 $,Gatineau (Gatineau),Outaouais,2,1,,1,607 ,"2,906 ","1 900,00 $","130,00 $","1 500,00 $",
"5-427, rue Thibodeau",300 000 $,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),3,1,1,3,862.19 ,,"1 600,00 $","268,00 $","720,00 $","480,00 $"
"7, rue Ternet",300 000 $,Sept-Iles,Côte-Nord,7,2,,1,"1,087.15 ","7,511.06 ","2 251,18 $","578,91 $","2 805,00 $","733,00 $"
"136, place Albert-Landry",300 000 $,Shawinigan (Shawinigan-Sud),Mauricie,3,2,,1,960 ,"6,272 ","2 250,00 $","400,00 $","2 400,00 $",
"79, rue Lapierre",300 000 $,St-Gervais,Chaudière-Appalaches,1,1,1,1,980 ,"11,000 ","2 115,44 $","500,00 $",,
"291, chemin River",300 000 $,Bristol,Outaouais,,,,,,"399,445.20 ","92,58 $","11,01 $",,
"2322, route Lagueux",300 000 $,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),4,2,1,2,"1,242 ","7,549.81 ","1 927,00 $","399,00 $","1 300,00 $","372,00 $"
"797, boulevard Saint-Germain",300 000 $,Rimouski (Rimouski),Bas-Saint-Laurent,3,2,1,2,"2,108 ","14,072 ","2 400,00 $","380,00 $","2 986,00 $",
"2675, rue Saint-Hubert",300 000 $,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,3,2,,1,"1,000 ","4,087 ","2 021,68 $","473,90 $","1 800,00 $","1 000,00 $"
"962, rue Principale",300 000 $,St-Siméon,Charlevoix,2,1,,1,"1,170 ","75,745.64 ","2 000,00 $","240,00 $","800,00 $",
"198, rue des Matricaires",300 000 $,Ste-Brigitte-De-Laval,Québec Rive-Nord,2,1,1,1,"1,120 ","3,812 ","2 526,49 $","198,41 $","1 234,00 $",
"1742, rue Guillaume-Renaud",300 000 $,Lebourgneuf,Québec Rive-Nord,2,1,,1,"1,200 ",,"2 400,00 $","400,00 $","1 200,00 $",
"239, rue du Chèvrefeuille",300 000 $,St-Nicolas,Québec Rive-Sud (Lévis),4,1,1,2,,"4,200 ",,,,
chemin Émile-Robert,300 000 $,La Pêche,Outaouais,,,,,,"174,240.00 ","164,00 $","59,00 $",,
"7845, 8e Avenue",300 000 $,St-Georges,Chaudière-Appalaches,3,1,1,1,52x38 ,326x148 ,"2 168,00 $",,,
"101-1166, rue de la Montagne-des-Roches",300 000 $,Charlesbourg,Québec Rive-Nord,1,1,1,1,41.40x50.39 ,,"1 776,32 $","341,76 $","1 200,00 $",
chemin du Chevreuil,300 000 $,Lac-Aux-Sables,Mauricie,,,,,,"300,000 ",,,,
"152, 47e Rue Est",300 000 $,Charlesbourg,Québec Rive-Nord,7,3,,,,"6,041 ","3 132,85 $","243,82 $","2 871,45 $","2 904,18 $"
"484, Route 165",300 000 $,Irlande,Chaudière-Appalaches,7,1,,2,"2,210.6 ",175x304 ,"1 487,00 $","255,00 $","2 500,00 $","1 089,00 $"
rue Gwendoline,300 000 $,Ste-Sophie,Laurentides,,,,,,"30,000 ",,,,
"3488, rue des Impatientes",300 000 $,Duberger,Québec Rive-Nord,2,1,1,1,878.34 ,"3,442 ","2 101,07 $","367,11 $","1 039,92 $","500,00 $"
"21, rue France",300 000 $,Shefford,Estrie,3,1,,1,945 ,"18,851 ","1 759,00 $","380,00 $",,
1-2-50 rue Leclerc,300 000 $,Baie-St-Paul,Charlevoix,5,2,,2,"2,669.45 ","5,163.45 ","4 317,00 $","268,64 $",,
"5373, rue de Lanaudière",300 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,1,1,,3,625 ,,"1 067,00 $","136,00 $",,"797,00 $"
"3998-3400, rue Monseigneur-Bégin",300 000 $,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,4,1,1,,,"2,280 ","3 337,00 $",,,"3 000,00 $"
"172, rue Principale",300 000 $,St-Fortunat,Chaudière-Appalaches,6,4,2,2,"3,210 ","30,996.83 ","1 633,32 $","133,35 $","1 134,36 $","1 813,00 $"
"5, rue Prévost",300 000 $,La Patrie,Estrie,5,2,1,2,264.57x6.56 ,125.00x150.43 ,"1 845,37 $","119,00 $","1 560,00 $","1 808,19 $"
"169, route 232 Est",300 000 $,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,5,1,1,2,27x52 ,"1,787,634.73 ","1 795,44 $","123,54 $",,
"3627, 42e Avenue",300 000 $,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,2,1,1,2,933 ,,"1 500,00 $","155,00 $",,
"6784, rue de la Roche",300 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,1,1,,3,625 ,,"902,91 $","113,28 $",,"657,85 $"
"604-450, rue Saint-Georges",300 000 $,St-Lambert,Montérégie (Rive-Sud Montréal),1,1,1,1,840 ,,"1 754,14 $","172,54 $","900,00 $","390,00 $"
"2105, boulevard des Pins",300 000 $,Ste-Marthe-Sur-Le-Lac,Laurentides,2,1,,1,"1,049 ",,"1 805,00 $","165,00 $","2 100,00 $",
"301-268, rue Arago Est",300 000 $,Saint-Roch,Québec Rive-Nord,2,1,,1,"1,300 ",,"2 786,17 $",,"1 000,00 $",
"1548, rue des Roitelets",300 000 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,4,2,,1,28x40 ,70.01x120.01 ,"3 148,00 $",,,
"117, rue de l'Abbé-Pierre",300 000 $,Ste-Foy,Québec Rive-Nord,2,2,,1,834.31 ,"5,500.36 ","2 366,71 $","261,12 $",,
"451, 9e rue",300 000 $,Limoilou,Québec Rive-Nord,2,1,,1,"1,105 ",,,,,
"1300, rue Loignon",300 000 $,Terrebonne (Terrebonne),Lanaudière,3,2,2,1,770 ,"4,407 ","2 300,00 $","184,00 $","1 440,00 $","1 000,00 $"
"104-1600, rue Montplaisir",302 500 $,Drummondville (Drummondville),Centre-du-Québec,1,1,1,1,800 ,,"2 097,94 $","182,37 $","600,00 $","500,00 $"
"24, rue Guy-Linteau - Par les Construction T. Ouellet",303 650 $,Ste-Catherine-de-la-JC,Québec Rive-Nord,3,1,1,2,1 302 ,3 832 ,,,,
"22, rue Guy-Linteau",303 650 $,Ste-Catherine-de-la-JC,Québec Rive-Nord,3,1,1,1,,"3,896 ",,,,
"3232, De la Vallée",304 000 $,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,2,1,,1,"1,188 ","4,661 ",,,,
"1588, rue de la Vanille",304 500 $,St-Jean-Chrysostome,Québec Rive-Sud (Lévis),3,1,1,1,"1,280 ","3,550 ",,,,
"509, RTE AMEDEE-PELLETIER",305 000 $,St-Pamphile,Chaudière-Appalaches,3,1,1,2,"1,700 ","6,534,000.02 ","2 167,56 $","275,00 $","1 400,00 $","960,00 $"
"560-570-580-590-600, côte Bellevue",305 000 $,La Malbaie (Pointe-Au-Pic),Charlevoix,11,5,,,,"9,000 ","6 913,44 $","182,52 $",,"2 514,02 $"
"502-385, rue de la Chapelle",305 000 $,Saint-Roch,Québec Rive-Nord,1,1,,1,900 ,,"2 770,00 $","243,00 $","800,00 $","380,00 $"
"42, rue de l'Envol",305 000 $,Ste-Anne-Des-Plaines,Laurentides,2,1,,2,950 ,,"1 995,00 $","130,00 $","580,00 $",
"312-2308, place du Village",305 000 $,Magog,Estrie,1,1,,1,620 ,,"1 309,00 $","76,00 $","840,00 $",
"291, avenue Gilles-Picard",305 000 $,St-Pascal-De-Kamouraska,Bas-Saint-Laurent,4,2,,2,"1,000 ","7,500 ","3 473,00 $","183,74 $","1 538,00 $","506,00 $"
"1178, rue des Sardoines",305 000 $,Lévis,Québec Rive-Sud (Lévis),3,2,1,1,"1,083.49 ","3,998.79 ","2 447,00 $","215,00 $","138,00 $","790,00 $"
"4, rue Saint-Jean-Baptiste",307 000 $,L'Anse-St-Jean,Saguenay-Lac-Saint-Jean,4,1,1,1,"1,344 ",79.99x161.52 ,"3 001,94 $","480,00 $","2 126,25 $","900,00 $"
"799, rue Mont-Brome",307 500 $,Granby,Estrie,2,1,,1,"1,166 ",,"1 648,00 $","126,00 $","600,00 $",
rue des Sables - Par Construction CRD,307 900 $,Ste-Catherine-de-la-JC,Québec Rive-Nord,3,1,,1,,"7,000 ",,,,
"149, rue Germaine-Viger",309 000 $,Beauport,Québec Rive-Nord,3,2,,1,"1,120 ","8,655 ","2 424,00 $",,,
"507-2000, boulevard René-Lévesque Ouest",309 000 $,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,1,1,,1,317 ,,"1 243,60 $","145,17 $","303,23 $","550,00 $"
"5311, route du Pont-de-Broche",309 000 $,Ste-Hélène-De-Kamouraska,Bas-Saint-Laurent,4,1,1,1,"1,696 ",400x225 ,"1 375,00 $","110,00 $","1 900,00 $","850,00 $"
"61, rue Huot",309 000 $,St-Jérôme (St-Jérôme),Laurentides,3,1,1,1,768 ,5 200 ,"1 858,00 $","139,00 $","2 400,00 $",
"27, rue de la Belle-Rive",309 000 $,Beauport,Québec Rive-Nord,2,1,,1,"1,125 ","5,904 ","2 529,00 $","217,00 $",,
"3095, route Edouard-VII",309 000 $,St-Philippe,Montérégie (Rive-Sud Montréal),2,1,,1,,,,,,
"2, rue du Sault",309 000 $,Château-Richer,Québec Rive-Nord,2,1,1,2,1 120 ,5 005.22 ,"2 527,33 $","212,02 $",,
"303, rue Provost",309 500 $,Ste-Marie,Chaudière-Appalaches,3,2,1,1,"1,055 ",100.00x49.61 ,"3 225,00 $","638,00 $","1 340,00 $",
"414, rue Claire",309 500 $,St-Félix-De-Valois,Lanaudière,4,2,,1,968 ,"34,748.04 ","1 636,00 $","154,00 $","1 992,00 $","322,00 $"
rue des Sables - Par Construction C.R.D,309 900 $,Ste-Catherine-de-la-JC,Québec Rive-Nord,2,1,,1,,"6,500 ",,,,
"210, rue Georges",310 000 $,Longue-Pointe-De-Mingan,Côte-Nord,4,2,2,,,"25,445.88 ","2 400,00 $","143,37 $","2 690,88 $",
"22, rue Couillard",310 000 $,Lévis,Québec Rive-Sud (Lévis),8,3,,2,"1,528.48 ","3,336.81 ","2 586,00 $","205,00 $","3 000,00 $","969,00 $"
"101-1825, boulevard Blanche",310 000 $,Baie-Comeau,Côte-Nord,2,2,1,4,2 575 ,,"4 755,00 $","239,00 $","675,00 $","408,00 $"
"5611, rue Saint-Georges",310 000 $,Lévis,Québec Rive-Sud (Lévis),4,2,,,,"6,481 ",,,,
"293, boulevard Renard Est",310 000 $,Gaspé,Gaspésie-Îles-de-la-Madeleine,5,2,2,2,896 ,"8,160 ","2 490,73 $","400,00 $","600,00 $","1 100,00 $"
"1744, chemin de Château-Bigot",310 000 $,Charlesbourg,Québec Rive-Nord,3,1,,1,1 168 ,143 590 ,"2 619,59 $","212,91 $",,
rue du Curé-Rémillard,310 000 $,Les Cèdres,Montérégie Ouest,,,,,,"736,036.20 ",,,,
"3340-3346, rue de la Vallée - Par Construction Nicotek",310 000 $,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,3,1,,1,"1,196 ","4,520.84 ",,,,
"741, rue Louis-de-France",310 000 $,Trois-Rivières (St-Louis-De-France),Mauricie,5,2,2,2,"2,285 ",180.31x149.25 ,"2 651,45 $","154,90 $","3 900,00 $","1 359,58 $"
